"b:tnow in s";"s:Vac_ist";"s:id_ref";"s:iq_ref"
0.549167;0.793698;0.538591;-0.842567
0.550167;0.793698;0.538591;-0.842567
0.551167;0.793698;0.538591;-0.842567
0.552167;0.793698;0.538591;-0.842567
0.553167;0.793698;0.538591;-0.842567
0.554167;0.793698;0.538591;-0.842567
0.555167;0.793698;0.538591;-0.842567
0.556167;0.793698;0.538591;-0.842567
0.557167;0.793698;0.538591;-0.842567
0.558167;0.793698;0.538591;-0.842567
0.559167;0.793698;0.538591;-0.842567
0.560167;0.793698;0.538591;-0.842567
0.561167;0.793698;0.538591;-0.842567
0.562167;0.793698;0.538591;-0.842567
0.563167;0.793698;0.538591;-0.842567
0.564167;0.793698;0.538591;-0.842567
0.565167;0.793698;0.538591;-0.842567
0.566167;0.793698;0.538591;-0.842567
0.567167;0.793698;0.538591;-0.842567
0.568167;0.793698;0.538591;-0.842567
0.569167;0.793698;0.538591;-0.842567
0.570167;0.793698;0.538591;-0.842567
0.571167;0.793698;0.538591;-0.842567
0.572167;0.793698;0.538591;-0.842567
0.573167;0.793698;0.538591;-0.842567
0.574167;0.793698;0.538591;-0.842567
0.575167;0.793698;0.538591;-0.842567
0.576167;0.793698;0.538591;-0.842567
0.577167;0.793698;0.538591;-0.842567
0.578167;0.793698;0.538591;-0.842567
0.579167;0.793698;0.538591;-0.842567
0.580167;0.793698;0.538591;-0.842567
0.581167;0.793698;0.538591;-0.842567
0.582167;0.793698;0.538591;-0.842567
0.583167;0.793698;0.538591;-0.842567
0.584167;0.793698;0.538591;-0.842567
0.585167;0.793698;0.538591;-0.842567
0.586167;0.793698;0.538591;-0.842567
0.587167;0.793698;0.538591;-0.842567
0.588167;0.793698;0.538591;-0.842567
0.589167;0.793698;0.538591;-0.842567
0.590167;0.793698;0.538591;-0.842567
0.591167;0.793698;0.538591;-0.842567
0.592167;0.793698;0.538591;-0.842567
0.593167;0.793698;0.538591;-0.842567
0.594167;0.793698;0.538591;-0.842567
0.595167;0.793698;0.538591;-0.842567
0.596167;0.793698;0.538591;-0.842567
0.597167;0.793698;0.538591;-0.842567
0.598167;0.793698;0.538591;-0.842567
0.599167;0.793698;0.538591;-0.842567
0.600167;0.793698;0.538591;-0.842567
0.601167;0.793698;0.538591;-0.842567
0.602167;0.793698;0.538591;-0.842567
0.603167;0.793698;0.538591;-0.842567
0.604167;0.793698;0.538591;-0.842567
0.605167;0.793698;0.538591;-0.842567
0.606167;0.793698;0.538591;-0.842567
0.607167;0.793698;0.538591;-0.842567
0.608167;0.793698;0.538591;-0.842567
0.609167;0.793698;0.538591;-0.842567
0.610167;0.793698;0.538591;-0.842567
0.611167;0.793698;0.538591;-0.842567
0.612167;0.793698;0.538591;-0.842567
0.613167;0.793698;0.538591;-0.842567
0.614167;0.793698;0.538591;-0.842567
0.615167;0.793698;0.538591;-0.842567
0.616167;0.793698;0.538591;-0.842567
0.617167;0.793698;0.538591;-0.842567
0.618167;0.793698;0.538591;-0.842567
0.619167;0.793698;0.538591;-0.842567
0.620167;0.793698;0.538591;-0.842567
0.621167;0.793698;0.538591;-0.842567
0.622167;0.793698;0.538591;-0.842567
0.623167;0.793698;0.538591;-0.842567
0.624167;0.793698;0.538591;-0.842567
0.625167;0.793698;0.538591;-0.842567
0.626167;0.793698;0.538591;-0.842567
0.627167;0.793698;0.538591;-0.842567
0.628167;0.793698;0.538591;-0.842567
0.629167;0.793698;0.538591;-0.842567
0.630167;0.793698;0.538591;-0.842567
0.631167;0.793698;0.538591;-0.842567
0.632167;0.793698;0.538591;-0.842567
0.633167;0.793698;0.538591;-0.842567
0.634167;0.793698;0.538591;-0.842567
0.635167;0.793698;0.538591;-0.842567
0.636167;0.793698;0.538591;-0.842567
0.637167;0.793698;0.538591;-0.842567
0.638167;0.793698;0.538591;-0.842567
0.639167;0.793698;0.538591;-0.842567
0.640167;0.793698;0.538591;-0.842567
0.641167;0.793698;0.538591;-0.842567
0.642167;0.793698;0.538591;-0.842567
0.643167;0.793698;0.538591;-0.842567
0.644167;0.793698;0.538591;-0.842567
0.645167;0.793698;0.538591;-0.842567
0.646167;0.793698;0.538591;-0.842567
0.647167;0.793698;0.538591;-0.842567
0.648167;0.793698;0.538591;-0.842567
0.649167;0.793698;0.538591;-0.842567
0.650000;0.793698;0.538591;-0.842567
0.650500;1.004780;0.497621;-0.497621
0.651167;1.002412;0.498797;-0.498797
0.652167;1.002411;0.498797;-0.498797
